city,country,x3 (McMeal),x9 (milk),x10 (bread),x11 (rice),x12 (eggs),x13 (cheese local),x14 (chicken fillets),x15 (beef round),x16 (apples),x17 (bananas),x18 (oranges),x19 (tomatoes),x20 (potatoes),x21 (onions),x22 (lettuce),x23 (water 1.5L),x28 (One-Way ticket transit),x29 (monthly pass transit),x30 (taxi start),x31 (taxi 1km),x32 (Taxi 1hr wait),x33 (Gas 1L),x34 (Volkswagen Golf),x35 (Toyota Corolla Sedan),x36 (basic utilities),x48 (apartment 1BR city center),x49 (apartment 1BR outside center),x50 (apartment 3BR city center),x51 (apartment 3BR outside center),x52 (price per sqm city center),x53 (price per sqm outside center),x54 (average monthly net salary),data_quality,NaN_tot,food_index,housing_index,transport_index,avg_transit_cost,x31b (taxi 8km),avg_taxi_cost,avg_personal_cost
Maringa,Brazil,5.75,0.96,1.49,1.08,1.37,6.74,3.69,7.09,1.13,0.81,0.71,1.3,1.01,1.0,0.62,0.67,0.86,,0.94,0.49,4.31,1.32,18680.31,28100.29,95.8,306.55,165.25,373.61,255.46,3926.06,2578.52,355.02,1,1,48.86865342163356,58.00099263506955,115.42238924749329,0.86,3.92,3.056666666666666,15593.973333333333
Arlington,United States,8.0,1.29,4.55,4.54,4.23,22.05,13.96,25.72,4.05,1.81,4.78,5.88,2.77,2.2,2.03,1.66,2.45,90.0,3.0,1.34,45.0,1.1,19500.0,23850.0,148.98,2200.0,1768.33,3900.0,3100.0,8876.64,4601.57,5104.4,1,0,151.10375275938193,185.23805542940505,107.29241444436386,46.225,10.72,19.573333333333334,14450.366666666667
Lancaster,United States,8.95,1.17,2.4,3.89,2.93,12.29,9.17,14.8,3.88,1.41,4.26,5.67,2.91,2.2,1.66,2.12,2.0,51.0,6.0,1.86,40.0,1.3,23195.0,28691.67,180.24,1150.0,1000.0,2021.25,1712.5,2381.52,1729.4,3839.92,1,0,109.97516556291392,76.63105079986956,128.2510105637399,26.5,14.88,20.293333333333333,17295.99
Augusta,United States,7.5,0.84,2.48,2.89,3.66,7.76,12.47,12.7,4.38,1.47,3.42,4.62,2.26,1.8,1.52,1.17,1.25,,2.65,1.43,30.0,1.06,20000.0,20250.0,184.66,983.33,650.0,1433.33,1233.33,1148.15,1076.39,4087.67,1,1,97.87527593818986,50.52941792271154,99.38231403678338,1.25,11.44,14.696666666666667,13417.019999999999
Bologna,Italy,8.43,1.2,2.01,2.3,3.53,14.03,10.07,16.6,1.95,1.77,2.27,2.68,1.37,1.17,1.04,0.43,1.58,37.41,5.27,1.21,27.4,2.07,26343.63,28714.56,229.79,804.09,618.5,1533.48,1153.85,4203.27,2868.53,1678.37,1,0,97.75110375275938,85.94434766629088,136.00767007147584,19.494999999999997,9.68,14.116666666666665,18353.420000000002
Boise,United States,8.55,0.81,3.04,2.68,3.49,11.11,10.89,13.9,3.81,1.43,3.59,3.95,2.44,2.18,1.84,2.27,1.5,45.0,2.6,1.5,24.0,1.23,34390.0,23995.38,200.74,1647.08,1435.0,2473.08,2157.69,5707.5,4148.14,3833.33,1,0,104.82891832229582,133.82671363231384,144.21769563344697,23.25,12.0,12.866666666666667,19462.203333333335
Florence,Italy,9.75,1.41,1.86,2.44,3.66,16.59,10.11,19.63,2.74,2.05,2.42,2.47,1.6,1.45,1.38,0.62,1.58,36.88,4.21,1.32,31.61,2.12,28451.12,27252.49,227.08,854.7,652.0,1738.68,1165.71,5627.0,3538.83,1491.05,1,0,110.62362030905078,103.96308421808146,137.60671173191358,19.23,10.56,15.459999999999999,18568.576666666664
Christchurch,New Zealand,8.34,1.82,1.51,1.95,3.89,8.59,9.34,14.6,2.77,2.13,3.16,3.09,1.82,1.76,2.74,0.99,1.8,73.9,1.92,1.99,50.03,1.78,25495.64,21045.13,111.66,1002.99,934.84,1594.34,1395.04,3329.93,2142.28,3327.32,1,0,94.50883002207506,79.16287273710459,115.13541529445605,37.85,15.92,22.623333333333335,15514.183333333334
Tetouan,Morocco,4.72,0.67,0.32,1.01,1.11,3.78,4.62,8.23,0.93,0.88,0.47,0.41,0.4,0.49,0.24,0.53,0.47,9.44,0.66,0.85,3.15,1.15,27582.26,20441.13,31.16,162.13,119.0,330.56,221.62,1275.03,920.85,280.56,1,0,39.74889624724062,23.04863987154489,118.50746408570191,4.955,6.8,3.5366666666666666,16008.18
Brno,Czech Republic,6.92,0.94,1.19,1.8,1.99,9.22,6.93,10.5,1.52,1.35,1.72,2.75,0.79,0.84,1.12,0.56,1.08,23.79,2.6,1.3,10.38,1.95,23792.22,25121.88,236.71,689.25,556.59,1141.65,910.16,5141.37,4229.77,1436.06,1,0,69.17770419426049,97.19614484036877,120.76736238053442,12.434999999999999,10.4,7.793333333333334,16305.35
Modesto,United States,8.0,1.08,4.07,4.07,4.5,9.64,9.92,13.23,3.58,1.95,3.86,3.17,1.6,1.76,1.94,2.0,2.0,40.0,5.0,1.09,9.26,1.62,23000.0,25500.0,296.31,1387.5,1283.33,2162.5,1887.5,2960.08,2583.34,2200.0,1,0,102.60761589403975,94.59827275472801,119.78990437819678,21.0,8.72,7.66,16167.206666666665
London,Canada,9.63,1.7,2.21,2.73,2.69,10.85,7.99,12.81,3.28,1.12,3.01,4.0,1.78,1.8,1.97,1.36,2.22,70.41,2.87,1.48,18.53,1.39,22234.49,18462.91,129.73,1348.08,1067.55,2559.89,1581.36,7101.66,3464.88,3446.3,1,0,95.10209713024284,129.93992223103393,100.63527492810233,36.315,11.84,11.08,13566.263333333334
Novi Sad,Serbia,5.39,1.06,0.58,1.71,1.88,7.92,6.15,8.13,0.97,1.43,1.56,1.55,0.78,0.56,0.52,0.53,0.58,22.65,1.26,0.67,5.39,1.58,24875.31,19800.22,145.62,410.03,293.58,714.24,511.62,2386.71,1678.62,613.42,1,0,56.18101545253864,46.2457984348299,110.28912508590965,11.614999999999998,5.36,4.003333333333333,14892.37
Vinnytsia,Ukraine,3.54,0.92,0.58,1.43,1.36,7.07,3.23,5.82,0.51,1.21,1.31,1.69,0.36,0.67,1.27,0.44,0.22,10.88,1.02,0.27,1.9,1.1,24186.85,20655.71,78.73,290.09,215.3,512.2,353.55,1248.95,788.29,315.91,1,0,43.3360927152318,26.26272896317836,110.65987480998739,5.550000000000001,2.16,1.6933333333333334,14947.886666666665
Baguio City,Philippines,2.69,1.81,1.16,1.19,1.62,4.16,3.05,4.84,1.51,1.49,1.33,0.84,0.82,0.98,0.67,0.61,0.19,17.94,0.63,0.26,1.97,1.32,36781.2,23623.7,92.24,302.02,146.1,529.29,318.47,2093.24,1317.99,284.08,1,0,39.693708609271525,36.145698945381724,149.06761217837231,9.065000000000001,2.08,1.5599999999999998,20135.406666666666
Plovdiv,Bulgaria,6.01,1.28,0.79,1.71,2.39,7.73,5.74,9.82,1.36,1.49,1.35,1.82,0.82,0.88,0.82,0.61,0.53,26.72,0.8,0.52,6.41,1.56,21953.01,21673.29,81.06,303.73,218.76,493.0,369.91,1313.74,884.02,686.06,1,0,61.561810154525396,27.596610580525827,107.71166333389087,13.625,4.16,3.7900000000000005,14542.62
Bochum,Germany,8.32,0.97,1.4,2.1,2.47,12.07,6.13,10.89,2.5,1.68,1.96,0.94,0.73,1.15,1.09,0.8,3.0,84.3,3.48,2.0,33.19,2.32,12644.94,18967.41,214.76,553.22,421.5,1159.12,948.37,2107.49,1896.74,1685.99,1,0,76.158940397351,54.988066538181435,78.30084185275692,43.65,16.0,17.55666666666667,10538.223333333333
Coventry,United Kingdom,7.38,1.08,1.03,1.48,2.21,8.01,6.43,10.22,2.42,1.45,2.0,2.46,1.23,1.17,0.86,1.03,2.83,61.5,3.44,1.85,22.14,1.92,24477.0,26527.0,312.04,1010.14,742.78,1131.6,1173.63,3562.08,3198.0,3505.5,1,0,69.61920529801326,83.82622409301548,126.05263664257498,32.165,14.8,13.46,17001.97333333333
Vitoria,Brazil,6.71,0.87,1.44,1.25,1.83,8.14,4.98,8.77,1.46,0.89,2.11,1.34,1.21,0.96,1.01,0.69,0.79,32.99,1.19,0.57,3.58,1.26,18201.33,26679.31,62.64,250.67,191.59,517.3,386.38,1268.69,1078.28,517.3,1,0,60.23730684326711,28.284450951551428,110.81546190891333,16.89,4.56,3.11,14960.633333333333
Bilbao,Spain,8.43,0.93,1.54,1.32,2.86,17.28,8.54,13.96,2.05,1.9,1.79,2.59,1.14,1.66,1.08,0.89,1.26,42.15,5.14,0.95,30.56,1.72,21074.9,23867.33,132.04,954.96,816.65,1422.56,1150.34,3977.89,2950.07,1949.29,1,0,93.76379690949229,85.8916280495474,111.06952747603536,21.705,7.6,14.433333333333332,14981.316666666668
Varna,Bulgaria,5.34,1.33,0.81,1.91,2.25,7.25,5.79,9.03,1.29,1.55,1.38,2.09,0.84,0.66,0.69,0.56,0.85,21.37,1.06,0.53,11.22,1.57,21372.74,20778.46,115.7,313.17,239.55,603.54,430.45,1716.37,1013.06,738.7,1,0,59.00938189845475,33.37784375261244,104.07289380162904,11.110000000000001,4.24,5.506666666666668,14050.923333333334
Bydgoszcz,Poland,5.63,0.7,0.97,1.11,3.56,7.49,4.22,11.13,0.95,1.44,1.58,1.91,0.62,0.75,0.89,0.45,0.86,25.92,1.8,0.65,9.01,1.47,18030.0,19799.19,292.96,467.15,413.45,661.31,596.51,3981.62,2328.87,829.38,1,0,59.878587196468004,65.83829086015068,93.41861884441737,13.39,5.2,5.336666666666666,12610.220000000001
Pensacola,United States,10.0,1.14,2.81,3.68,4.4,11.52,8.53,15.56,4.52,1.61,3.34,4.04,1.5,2.34,2.46,1.77,1.75,50.0,2.25,1.4,36.0,1.07,22000.0,22206.25,340.06,1500.0,1100.0,2333.33,1900.0,2220.95,1858.57,5000.0,1,0,109.29911699779251,84.7498717783607,109.28031284181921,25.875,11.2,16.483333333333334,14735.773333333333
Utrecht,Netherlands,9.56,1.09,1.98,1.85,2.81,12.13,8.59,27.31,2.86,1.47,1.52,2.78,1.28,0.95,0.94,1.03,2.79,94.84,7.38,2.57,37.93,2.23,26343.63,33575.88,257.57,1356.4,1058.39,2090.37,1711.68,6026.81,4289.91,3299.56,1,0,107.82284768211923,126.46027689848991,148.17962847567074,48.815000000000005,20.56,21.956666666666667,19973.913333333334
Nice,France,11.41,1.42,1.47,2.46,3.84,22.13,12.52,21.07,2.72,2.03,2.44,3.28,1.83,2.51,1.25,0.82,1.58,44.4,5.8,2.19,27.19,2.09,27133.94,29856.11,193.98,922.36,739.03,1826.49,1348.24,6937.16,3898.86,2457.4,1,0,128.5871964679912,119.49368080079591,140.7938667057423,22.99,17.52,16.83666666666667,18997.38
Greensboro,United States,7.0,0.91,3.64,4.09,2.5,10.71,11.76,13.04,4.55,2.7,4.62,3.04,2.99,2.89,1.65,2.08,1.5,75.0,2.5,1.09,,1.15,23500.0,25100.0,162.37,1400.0,1200.0,2000.0,1550.0,2690.98,1722.23,3463.69,1,1,107.85044150110377,80.77835242160029,120.09153169047961,38.25,8.72,5.61,16200.383333333333
Lublin,Poland,5.63,0.66,0.7,1.07,2.23,5.63,4.89,7.26,0.9,1.3,1.47,1.91,0.61,0.84,0.76,0.47,0.9,26.82,1.58,0.45,7.84,1.45,17714.47,21410.62,165.27,452.1,435.2,598.42,585.07,2832.29,2016.09,864.03,1,0,50.124172185430474,53.355565948851435,96.61381589756265,13.86,3.6,4.34,13042.18
Brest,Belarus,4.16,0.69,0.63,1.14,1.42,6.73,3.98,7.52,0.94,1.77,1.78,2.11,0.66,0.51,0.41,0.62,0.32,17.02,1.19,0.5,2.89,0.88,14371.32,21553.35,55.74,185.04,115.7,313.62,217.91,714.09,545.51,421.37,1,0,48.38576158940397,16.174453730628365,88.6786518317439,8.67,4.0,2.6933333333333334,11975.183333333332
Alicante,Spain,8.43,0.89,1.34,1.15,2.11,10.56,6.41,11.74,1.49,1.64,1.08,1.79,1.22,1.04,0.95,0.59,1.53,36.88,4.21,1.29,22.66,1.71,23182.39,25641.13,136.92,686.11,579.56,1044.96,854.5,2072.37,1735.64,1493.77,1,0,72.33719646799119,53.54851974613246,120.61096120609484,19.205000000000002,10.32,12.396666666666667,16275.076666666666
Belfast,United Kingdom,7.38,1.2,1.51,1.93,2.42,6.49,7.13,14.01,2.47,1.5,2.04,2.16,1.68,1.25,0.81,1.06,3.2,67.65,4.31,2.38,16.61,1.94,24471.77,25908.8,138.82,1031.83,711.98,1634.14,1052.42,4078.68,2952.0,2333.46,1,0,75.93818984547461,87.36295723911886,124.5206452017156,35.425000000000004,19.04,13.319999999999999,16794.17
Bielefeld,Germany,9.48,0.96,2.53,2.1,2.64,9.37,8.29,24.74,2.57,1.68,2.7,0.83,1.32,1.4,0.82,0.68,2.95,94.84,6.43,2.11,34.77,2.28,33445.87,26317.29,304.66,590.1,783.72,1659.65,1279.25,4267.67,3477.36,2502.64,1,0,99.4895143487859,93.10593103219739,147.78317370052582,48.895,16.88,19.36,19921.813333333335
Cuenca,Ecuador,7.5,1.08,2.05,1.46,2.02,5.7,5.66,6.22,2.16,1.08,1.24,1.29,1.21,1.07,0.75,1.14,0.35,25.0,1.5,1.65,12.5,0.71,30000.0,29800.0,35.88,407.92,313.89,672.5,516.5,1210.0,1042.25,474.38,1,0,57.436534216335545,31.62378678981969,147.62324486552706,12.675,13.2,9.066666666666666,19933.57
Bonn,Germany,8.43,1.01,1.19,2.02,2.53,11.64,8.54,23.18,2.56,1.68,2.23,1.0,1.19,0.94,1.42,0.44,3.16,115.91,3.69,2.0,39.2,2.27,25822.03,25629.72,284.99,667.37,618.2,2212.86,1752.73,6322.47,3951.54,2284.26,1,0,96.57836644591613,119.07222512180115,127.33616236908803,59.535,16.0,19.63,17151.34
Vina del Mar,Chile,5.66,0.91,0.76,1.16,2.21,7.79,5.21,7.67,1.26,1.05,0.91,1.19,0.75,0.92,0.76,0.85,0.57,47.54,0.79,1.13,4.53,1.21,11595.93,14677.42,78.13,389.08,282.97,633.84,490.47,1889.06,1554.94,595.36,1,0,53.8907284768212,40.05553635055232,64.95118753882277,24.055,9.04,4.786666666666666,8758.186666666666
Fort Wayne,United States,8.0,0.72,2.58,4.48,2.7,14.69,14.32,22.02,4.4,1.24,3.48,3.3,2.08,2.19,1.49,1.16,1.5,,2.5,1.55,20.0,1.19,21845.0,32921.0,218.75,725.0,747.5,1100.0,950.0,,1184.03,2543.0,1,2,122.58554083885214,37.09412485059637,135.16796351362888,1.5,12.4,11.633333333333333,18255.73
Thessaloniki,Greece,7.38,1.33,1.1,1.83,3.46,10.92,8.91,10.5,1.7,1.69,1.37,1.87,0.92,0.87,1.04,0.84,1.05,31.61,3.69,1.37,15.81,2.24,22655.52,22115.89,247.74,446.59,362.64,762.44,573.96,2296.69,1688.5,843.08,1,0,76.89017660044149,48.03931979644203,110.58396843557878,16.33,10.96,10.153333333333334,14924.550000000001
Izmir,Turkey,3.76,0.91,0.37,1.27,1.55,5.35,4.0,8.77,0.78,1.32,0.78,1.08,0.62,0.44,0.62,0.33,0.38,18.72,0.54,0.48,3.22,1.31,35472.98,28931.08,62.01,270.39,163.04,434.01,281.05,1047.2,625.2,308.3,1,0,44.081125827814574,21.712197587098462,158.93889450518765,9.549999999999999,3.84,2.533333333333333,21468.45666666667
Markham,Canada,8.89,2.66,1.85,1.84,2.59,10.33,10.87,15.07,2.84,1.15,2.65,3.58,1.86,1.81,2.0,1.41,2.89,113.4,3.15,1.63,19.27,1.43,18528.74,18207.58,122.27,1500.83,1315.54,2421.09,2223.45,11168.74,9573.2,3186.84,1,0,98.50993377483445,213.32706723031473,90.97439411813174,58.145,13.04,11.819999999999999,12245.916666666666
Bari,Italy,8.43,1.13,1.52,2.07,3.21,12.84,10.54,17.91,1.74,1.72,1.45,1.88,1.26,1.33,1.17,0.8,1.05,40.04,5.8,0.84,26.24,2.28,30558.61,,176.18,779.77,513.7,1765.02,816.65,4285.23,2669.49,1490.3,1,1,95.19867549668875,82.89060152329567,75.57299815130852,20.544999999999998,6.72,12.92,15280.445
Kuching,Malaysia,3.87,1.15,0.89,0.96,1.3,19.12,3.64,7.49,2.45,1.21,2.51,1.21,0.67,1.03,1.31,0.52,1.14,22.79,0.91,0.68,6.84,0.47,37606.84,33048.43,46.22,379.87,265.91,706.55,577.4,1715.27,1250.45,442.55,1,0,68.06015452538632,37.21756406751425,174.38015550322444,11.965,5.44,4.396666666666667,23551.91333333333
Cluj-Napoca,Romania,5.35,1.49,1.13,1.52,2.7,7.83,5.7,9.75,1.05,1.35,1.42,2.09,0.68,0.71,0.78,0.66,0.64,19.8,0.64,0.64,6.42,1.72,19695.57,23394.44,147.6,462.66,319.06,859.2,554.2,3087.34,2262.93,873.53,1,0,60.99613686534218,57.93878348731227,106.3722130864859,10.22,5.12,4.06,14363.909999999998
Lexington,United States,7.0,0.79,2.74,5.32,3.08,15.43,13.03,18.24,4.72,1.59,3.04,3.24,2.03,2.47,1.74,2.01,2.5,32.5,3.0,1.55,25.0,1.18,21895.0,19375.0,182.5,1205.67,936.67,2150.0,1668.75,3318.87,1952.9,2883.33,1,0,119.30187637969097,85.97334345549974,101.97092615644361,17.5,12.4,13.466666666666667,13757.06
Timisoara,Romania,5.35,1.2,0.81,1.23,2.67,5.96,5.21,7.88,0.97,1.21,1.3,1.96,0.65,0.62,0.59,0.52,0.86,21.41,0.58,0.64,5.52,1.73,19267.41,20539.35,138.3,392.18,290.96,599.23,441.16,2017.79,1475.83,799.6,1,0,52.60761589403975,40.33389592695772,98.27494931763202,11.135,5.12,3.7399999999999998,13269.496666666666
Ann Arbor,United States,8.32,0.88,2.57,4.41,2.67,14.99,12.13,11.02,6.0,1.62,5.22,4.76,3.23,3.06,1.76,2.0,1.62,58.0,3.0,1.86,24.0,1.17,20500.0,22387.67,158.94,1800.0,1320.0,3900.0,2427.5,4426.66,2717.89,3710.25,1,0,116.77704194260488,126.15796755333531,106.02055713354636,29.81,14.88,13.96,14296.279999999999
Huntsville,United States,8.0,0.96,2.76,3.86,3.11,13.05,11.45,13.62,6.53,1.58,3.08,4.38,2.67,2.72,1.7,1.55,1.0,115.0,3.5,1.24,30.0,1.05,24500.0,23252.5,169.21,1333.33,1087.5,1716.67,1650.0,1847.8,1578.71,5244.93,1,0,111.7825607064018,70.66853745992367,118.17487723494567,58.0,9.92,14.473333333333334,15917.85
Nantes,France,10.54,1.09,1.38,2.08,2.76,17.37,10.22,20.35,3.06,1.93,2.88,2.85,2.45,1.9,1.08,0.42,1.79,57.96,2.9,0.86,34.77,2.12,25289.89,25843.1,175.57,614.94,544.0,1413.77,1071.31,6252.22,5927.32,2272.58,1,0,113.63134657836649,120.49542883265964,126.38741903032258,29.875,6.88,14.850000000000001,17045.036666666667
Munster,Germany,8.43,0.97,2.37,2.07,2.45,9.94,7.29,12.64,2.98,1.68,1.98,0.83,2.21,0.94,0.91,0.59,4.9,72.44,3.69,2.32,27.82,2.32,20806.2,22652.01,267.98,843.0,635.76,1422.56,929.4,4510.03,1680.72,1882.69,1,0,80.40838852097131,77.4936943572688,107.48683047839518,38.67,18.56,16.69,14486.843333333332
Mobile,United States,8.25,1.07,3.1,2.98,2.65,11.95,14.5,14.65,5.95,1.32,2.96,4.29,2.19,2.97,2.05,1.36,2.0,,5.25,1.1,10.0,1.13,28500.0,22750.0,201.12,1133.33,750.0,1724.0,1500.0,,742.71,2654.0,1,2,113.46578366445918,45.573548007612715,126.47644928876936,2.0,8.8,8.016666666666667,17083.710000000003
Asheville,United States,7.5,0.94,3.67,4.76,4.16,15.21,13.51,18.05,6.36,1.91,6.01,5.52,3.63,3.59,2.38,2.02,1.0,20.0,5.5,2.17,31.38,1.18,25000.0,22321.0,261.69,2700.0,1587.25,5000.0,3133.33,5860.95,430.56,3480.0,1,0,136.89293598234,142.89862996778834,116.88700977235982,10.5,17.36,18.08,15774.06
Playa del Carmen,Mexico,5.85,1.12,1.84,0.98,1.73,6.04,7.28,10.47,1.84,0.95,1.32,1.06,1.6,1.66,0.83,1.03,0.52,15.47,2.32,2.32,12.89,1.19,18564.84,20627.59,91.24,808.9,596.73,1474.87,838.0,1312.44,1027.09,670.4,1,0,62.91390728476822,46.31245109314126,96.76925498275887,7.995,18.56,11.256666666666666,13064.539999999999
Mannheim,Germany,8.43,0.98,1.58,1.77,2.09,14.01,7.61,20.81,2.81,1.68,2.09,0.96,1.87,0.96,1.26,0.42,2.85,79.03,3.69,2.27,31.61,2.3,26870.5,24938.64,274.63,916.76,504.74,1277.14,995.79,4741.85,5268.73,3020.74,1,0,95.65397350993379,105.2858947159128,128.10807863870787,40.94,18.16,17.82,17270.48
Port Elizabeth,South Africa,4.85,1.05,0.92,1.3,1.82,6.57,4.51,8.29,1.5,1.42,1.42,1.48,1.08,1.35,0.96,0.82,1.01,19.96,1.97,0.46,,1.26,28513.38,23378.22,104.56,512.53,431.26,912.43,666.5,1020.49,681.61,1150.2,1,1,54.27704194260487,32.60617919096476,128.07198795760297,10.485000000000001,3.68,2.825,17297.62
Karlsruhe,Germany,9.45,0.99,1.19,2.16,2.7,13.75,8.25,24.94,2.46,1.68,2.02,0.83,2.28,0.94,1.3,0.46,2.95,70.6,3.69,2.32,31.61,2.31,21074.9,25421.6,237.95,698.11,652.0,1506.86,1211.81,4741.85,4039.36,2893.81,1,0,104.02869757174396,98.57016868017948,114.98194972565653,36.775,18.56,17.953333333333333,15499.603333333333
Catania,Italy,8.43,1.3,1.33,2.29,2.47,11.59,6.94,10.86,1.83,1.23,1.25,2.32,1.27,1.34,1.17,0.37,1.05,31.61,5.8,1.05,18.97,2.21,24561.08,17159.23,177.37,505.8,351.25,869.34,579.56,2002.12,1412.02,1106.43,1,0,77.24889624724062,44.41597585140298,103.06936071389983,16.33,8.4,11.056666666666667,13907.506666666668
St. Catharines,Canada,8.15,1.79,1.87,3.76,2.41,9.38,8.17,12.59,2.89,1.19,2.56,2.94,1.78,2.22,2.14,1.39,2.22,68.19,2.96,2.96,18.75,1.46,27422.54,19566.35,146.61,1160.93,1005.55,1593.47,1480.17,3316.8,4452.18,4508.66,1,0,89.99724061810154,99.08056988399426,116.15483518917881,35.205,23.68,15.13,15663.449999999999
Vaughan,Canada,10.01,2.4,2.13,3.21,2.51,12.6,13.66,6.52,3.15,1.68,3.07,3.11,2.27,2.39,1.65,1.95,2.88,115.62,2.85,1.67,22.23,1.41,18158.17,20999.24,161.96,1704.64,1445.24,2964.6,2223.45,5188.05,3705.75,3335.17,1,0,99.76545253863137,130.99838150776597,96.95903325325791,59.25,13.36,12.813333333333333,13052.94
Vila Nova de Gaia,Portugal,6.85,0.68,0.98,1.33,2.31,10.75,6.29,11.62,2.07,1.34,1.32,1.6,0.91,1.19,1.28,1.05,1.58,42.15,4.21,1.05,21.07,2.12,31612.36,30674.52,120.86,702.5,474.19,1299.62,979.98,2640.26,1495.48,1066.92,1,0,71.15066225165565,58.08865782634008,153.83328424211297,21.865,8.4,11.226666666666667,20763.0
Bialystok,Poland,5.63,0.77,0.95,1.18,2.28,7.12,4.86,9.58,0.87,1.12,1.43,1.5,0.65,0.77,0.92,0.49,0.68,22.54,1.35,0.53,11.27,1.47,18030.0,21894.05,208.16,403.42,387.64,676.12,653.59,2157.97,1949.49,844.2,1,0,55.353200883002216,48.47485914448112,98.58180644836615,11.61,4.24,5.62,13308.506666666668
Valladolid,Spain,7.38,0.81,1.08,1.37,1.78,14.96,6.06,13.04,1.86,2.16,1.12,1.77,0.99,1.28,1.03,0.72,1.58,46.36,1.9,0.95,23.02,1.63,21601.78,24236.14,139.01,704.48,395.15,1159.12,737.62,2370.93,2054.8,1656.14,1,0,79.2080573951435,56.94554590786569,113.26346098530766,23.97,7.6,10.839999999999998,15279.85
Bradford,United Kingdom,7.38,1.09,1.17,2.15,2.39,4.91,6.35,8.86,1.69,1.44,2.0,2.46,1.13,1.1,1.06,1.54,2.46,70.6,3.44,0.92,14.76,1.93,24600.0,25830.0,155.58,661.13,538.89,1199.25,1014.75,2029.5,1798.88,2091.0,1,0,64.45916114790288,55.716952896528724,124.6376993929957,36.529999999999994,7.36,8.520000000000001,16810.643333333333
Augsburg,Germany,9.48,1.13,3.16,2.0,2.72,13.07,5.95,12.64,2.99,1.68,2.1,0.83,1.76,0.94,1.3,0.6,3.37,64.02,4.0,1.9,37.93,2.32,26870.5,22831.15,239.46,890.41,591.85,1422.56,1238.15,6322.47,5268.73,2271.06,1,0,86.02373068432674,120.30337880023707,122.88886783804733,33.695,15.2,19.043333333333333,16567.99
Vigo,Spain,7.38,0.79,1.06,0.97,1.95,7.59,6.85,9.22,1.69,1.41,1.73,1.9,1.33,1.58,0.91,0.5,1.42,47.42,4.06,1.05,21.24,1.55,21601.78,20292.35,113.34,542.68,439.06,1018.62,790.31,2160.18,1246.93,1383.92,1,0,64.65231788079471,47.53140394598801,103.53775016170499,24.42,8.4,11.233333333333334,13965.226666666664
Kocaeli,Turkey,3.03,0.8,0.45,1.21,1.31,4.82,3.5,8.12,0.82,1.11,0.96,0.89,0.41,0.33,0.7,0.22,0.35,18.78,0.54,0.38,5.37,1.14,35472.98,27518.84,53.18,187.83,139.53,356.49,279.83,997.07,596.41,371.3,1,0,39.569536423841065,19.65944633858496,155.45975778046508,9.565000000000001,3.04,2.983333333333333,20997.653333333335
Montpellier,France,10.54,0.99,1.32,1.7,3.64,17.12,12.12,17.56,3.27,1.86,1.93,2.46,1.23,1.58,1.05,0.6,1.69,31.61,2.11,1.49,29.5,2.09,21470.06,25904.57,144.86,744.56,608.83,2397.27,1685.99,5573.61,4356.53,2993.62,1,0,108.95419426048566,116.82403472264586,117.03721903910474,16.65,11.92,14.51,15792.24
Brasov,Romania,5.46,1.3,1.02,1.74,2.97,6.64,5.72,7.79,0.96,1.4,1.25,2.09,0.63,0.62,0.75,0.64,0.54,18.2,0.54,0.48,4.69,1.75,22625.4,22405.27,125.52,386.5,307.25,653.52,484.7,1639.7,1218.4,707.23,1,0,56.539735099337754,36.26800845622653,111.1505896620304,9.37,3.84,3.0233333333333334,15010.806666666665
Iasi,Romania,5.57,1.18,0.81,1.32,2.37,5.34,5.17,8.07,0.91,1.19,1.14,1.79,0.54,0.6,0.71,0.55,0.64,21.41,0.64,0.64,6.4,1.76,21139.03,23556.18,114.73,374.71,270.79,576.88,420.49,1865.77,1330.85,687.3,1,0,51.40728476821194,37.31208280896143,110.33609477615146,11.025,5.12,4.053333333333334,14898.99
Nottingham,United Kingdom,7.38,1.12,1.17,1.79,2.39,8.73,8.22,15.73,3.4,1.02,2.8,3.11,1.65,1.48,0.86,0.94,3.32,73.8,3.69,1.49,18.45,1.92,26998.5,29925.9,138.44,920.45,673.43,1906.5,1079.94,4070.96,3075.0,2432.18,1,0,85.25110375275939,89.35764159547635,140.6798221269672,38.559999999999995,11.92,11.353333333333333,18975.44
Graz,Austria,8.43,1.36,2.17,2.44,3.4,15.78,12.64,19.13,2.41,1.97,2.57,3.17,1.91,1.86,1.77,0.9,2.85,57.01,5.27,1.79,31.61,1.89,24720.86,21055.0,249.88,641.66,549.0,1269.76,1042.04,5093.92,3812.64,2324.49,1,0,113.01048565121414,95.33890805623525,113.17198850031996,29.93,14.32,17.066666666666666,15259.25
Ipswich,United Kingdom,8.0,1.25,1.38,1.53,2.8,8.2,6.61,13.94,2.11,1.43,2.21,2.31,1.58,1.42,0.81,1.25,3.08,66.42,4.18,1.07,23.62,1.89,28975.73,27585.21,100.38,850.75,820.0,1906.5,1506.75,,,2139.59,1,2,78.40783664459163,39.045503807486035,139.77725907188486,34.75,8.56,12.12,18854.27666666667
